<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20191225,000000,8797.8600000,8799.9700000,8757.4900000,8773.1200000,8371439451
20191226,000000,8785.2600000,8811.3700000,8760.6200000,8789.6600000,9561010273
20191227,000000,8769.5300000,8809.3700000,8758.6400000,8788.3900000,16830023858
20191230,000000,8790.7400000,8796.3900000,8735.5200000,8739.7000000,14321896307
20200103,000000,8789.8600000,8883.8300000,8788.5900000,8853.6500000,22093556077
20200106,000000,8872.8800000,8878.2000000,8827.2800000,8875.5100000,21928498581
20200108,000000,8892.7300000,8995.4400000,8871.7100000,8963.7400000,24509563887
20200109,000000,8946.3800000,9051.8400000,8913.4000000,9039.1400000,24551643568
20200110,000000,9023.9200000,9080.3600000,8985.6400000,9037.7500000,21060352388
20200113,000000,9047.1900000,9075.5900000,9006.6000000,9061.6000000,23499975611
20200114,000000,9088.8100000,9113.0400000,8976.3900000,9003.2100000,23969476385
20200115,000000,8962.8000000,9062.2600000,8932.6300000,8991.9300000,27760295781
20200116,000000,9021.9800000,9061.3300000,9017.3700000,9045.2700000,24519121591
20200117,000000,9052.8100000,9147.0500000,9044.9200000,9092.9300000,29042517405
20200120,000000,9127.1200000,9178.6900000,9105.5200000,9118.1100000,19351237508
20200121,000000,9083.7900000,9089.8500000,9024.1200000,9071.2300000,22293699809
20200122,000000,9095.5200000,9104.6100000,8894.0500000,8896.5900000,33710719747
20200123,000000,8841.3900000,8873.8500000,8746.9700000,8768.8400000,38362593648
20200124,000000,8804.6900000,8841.5200000,8731.7500000,8752.3900000,28039921342
20200127,000000,8622.9600000,8691.0500000,8561.3500000,8573.0100000,41717251483
20200128,000000,8623.1400000,8653.0700000,8500.5200000,8644.0300000,36471588175
20200129,000000,8686.3500000,8732.4300000,8645.4100000,8679.4800000,30256664774
20200130,000000,8607.1300000,8666.6700000,8598.4300000,8617.0700000,32894207748
20200131,000000,8694.4100000,8722.5600000,8509.7100000,8509.7100000,40898361123
20200203,000000,8463.6000000,8515.2500000,8420.0200000,8433.5100000,43188552147
20200204,000000,8460.5200000,8541.5500000,8389.9500000,8518.5600000,38938045462
20200205,000000,8528.0500000,8633.9200000,8438.8700000,8541.7300000,39923045103
20200206,000000,8616.5000000,8628.4400000,8415.8700000,8465.5200000,27158044055
20200207,000000,8482.9500000,8498.7100000,8279.5100000,8346.5000000,35356234515
20200210,000000,8341.0900000,8343.3200000,8199.2900000,8231.6800000,29547072471
20200211,000000,8311.3600000,8383.5700000,8248.7500000,8356.0700000,43703360176
20200212,000000,8386.2800000,8472.6300000,8379.9500000,8472.6300000,41907542308
20200213,000000,8449.9400000,8459.5800000,8389.6500000,8425.4900000,24773131354
20200214,000000,8445.2000000,8467.6200000,8358.3200000,8408.0600000,20200285766
20200217,000000,8428.2900000,8491.2500000,8414.5000000,8491.2500000,15101546106
20200218,000000,8469.6500000,8478.8000000,8307.6300000,8343.0300000,26595981117
20200219,000000,8407.5700000,8491.1700000,8374.2700000,8481.1100000,23319931138
20200220,000000,8513.1000000,8567.8000000,8496.0300000,8504.6900000,24629254235
20200221,000000,8445.3600000,8486.9200000,8401.3400000,8401.3400000,20560993030
20200225,000000,8268.7900000,8301.8900000,8091.8800000,8091.8800000,35261510159
20200226,000000,8048.2400000,8114.2500000,7945.7800000,8093.5900000,44868928127
20200227,000000,7954.4600000,8022.2700000,7720.6500000,7730.4400000,47915992726
20200228,000000,7504.4900000,7509.6700000,7278.4100000,7415.5500000,84641260263
20200302,000000,7555.1000000,7649.9200000,7263.2400000,7365.3500000,68578685286
20200303,000000,7561.8900000,7594.7500000,7427.0600000,7513.6700000,47195585569
20200304,000000,7427.2700000,7595.9800000,7397.7900000,7575.9100000,38902619402
20200305,000000,7644.0000000,7661.2900000,7463.7400000,7509.8800000,34762834754
20200306,000000,7357.1400000,7421.0800000,7121.5200000,7207.1300000,57948860248
20200310,000000,6373.8300000,6872.1900000,6251.6700000,6407.0700000,116990839012
20200311,000000,6517.8900000,6536.3100000,6281.5300000,6389.5800000,63177685075
20200312,000000,6106.3600000,6186.8300000,5858.1400000,5882.7200000,70689165977
20200313,000000,5867.4100000,6112.7800000,5766.1600000,5766.1600000,71490119485
20200316,000000,5655.0800000,5723.7900000,5477.9400000,5679.3500000,53513009914
20200317,000000,5683.0100000,5793.0900000,5451.2700000,5565.3600000,45363830965
20200318,000000,5490.3900000,5492.3200000,5182.2800000,5209.8300000,51587491531
20200319,000000,5297.6100000,5775.9700000,5115.7000000,5743.7800000,68470709780
20200320,000000,5979.5000000,6169.1500000,5843.9800000,5886.9200000,83369060782
20200323,000000,5636.6100000,5881.1300000,5587.9700000,5726.7300000,55969312291
20200324,000000,6087.3100000,6192.0900000,5961.4800000,6135.1000000,46758100121
20200325,000000,6274.6000000,6421.9500000,6052.5200000,6292.3900000,63453758056
20200326,000000,6244.7000000,6497.3500000,6146.8700000,6417.5800000,44433247440
20200327,000000,6425.8200000,6447.2400000,6022.5900000,6136.1500000,36362082095
20200330,000000,6079.3000000,6194.7700000,6002.6700000,6166.8200000,34761012766
20200331,000000,6318.7000000,6476.5800000,6262.4900000,6472.7200000,47982368221
20200401,000000,6318.8600000,6492.0600000,6311.3200000,6442.8900000,34881619827
